age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,technician,married,secondary,no,459,no,no,cellular,28,jan,226,1,-1,0,unknown,no
45,housemaid,divorced,secondary,no,31,yes,no,cellular,28,jan,280,1,-1,0,unknown,no
54,admin.,married,secondary,yes,-1089,no,yes,cellular,28,jan,105,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure,no
28,services,single,secondary,no,0,no,no,cellular,28,jan,452,1,-1,0,unknown,no
46,technician,divorced,tertiary,no,0,no,no,cellular,28,jan,1199,2,-1,0,unknown,yes
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,90,1,204,1,failure,no
57,services,divorced,primary,no,818,no,no,cellular,28,jan,208,1,-1,0,unknown,no
59,retired,divorced,secondary,no,208,no,yes,cellular,28,jan,503,2,-1,0,unknown,no
31,services,single,secondary,no,374,no,no,telephone,28,jan,49,4,-1,0,unknown,no
54,admin.,married,secondary,no,0,yes,no,cellular,29,jan,46,1,-1,0,unknown,no
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,84,3,183,3,failure,no
38,entrepreneur,single,tertiary,no,-274,yes,yes,cellular,29,jan,103,1,247,2,failure,no
26,blue-collar,single,primary,no,941,no,no,cellular,29,jan,1165,1,-1,0,unknown,yes
26,unemployed,married,primary,no,205,no,no,cellular,29,jan,239,1,-1,0,unknown,no
39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,160,1,199,6,failure,no
53,management,married,tertiary,no,232,yes,no,telephone,29,jan,32,1,-1,0,unknown,no
34,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,71,1,245,1,failure,no
35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no
26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,-1,0,unknown,no
50,retired,married,secondary,no,1227,no,no,cellular,29,jan,380,2,-1,0,unknown,no
28,technician,single,tertiary,no,959,yes,no,cellular,29,jan,330,2,-1,0,unknown,no
39,technician,married,tertiary,no,1889,no,no,cellular,29,jan,108,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,229,no,no,cellular,29,jan,184,1,-1,0,unknown,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,214,3,226,7,failure,no
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,no
34,admin.,single,tertiary,no,2045,no,no,cellular,29,jan,146,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,389,3,-1,0,unknown,no
29,unemployed,single,primary,no,115,no,no,cellular,29,jan,61,2,-1,0,unknown,no
30,technician,single,tertiary,no,6683,no,no,cellular,30,jan,180,1,-1,0,unknown,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,169,3,-1,0,unknown,no
38,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,437,1,-1,0,unknown,no
31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,no
41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,no
37,management,divorced,tertiary,no,88,no,no,cellular,2,feb,608,1,-1,0,unknown,no
40,management,married,tertiary,no,432,yes,yes,cellular,2,feb,101,1,-1,0,unknown,no
59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,no
41,services,divorced,secondary,no,0,yes,no,cellular,2,feb,20,1,-1,0,unknown,no
51,technician,divorced,tertiary,no,3962,yes,no,cellular,2,feb,267,1,-1,0,unknown,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,2,feb,229,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-271,yes,yes,cellular,2,feb,90,1,252,2,failure,no
40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,failure,no
56,blue-collar,married,secondary,no,659,yes,no,cellular,2,feb,148,1,188,3,failure,no
30,admin.,single,secondary,no,585,no,yes,cellular,2,feb,7,6,-1,0,unknown,no
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,unknown,no
59,blue-collar,married,primary,no,0,no,no,cellular,2,feb,173,1,-1,0,unknown,no
45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,failure,no
49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,no
33,admin.,married,secondary,no,3519,no,no,cellular,2,feb,161,1,-1,0,unknown,no
57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
75,retired,divorced,primary,no,46,no,no,cellular,2,feb,294,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,458,yes,yes,cellular,2,feb,117,7,-1,0,unknown,no
57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
51,technician,married,secondary,no,100,no,no,cellular,2,feb,467,2,-1,0,unknown,yes
49,technician,married,secondary,no,1811,yes,yes,cellular,2,feb,168,2,245,1,other,no
26,management,single,tertiary,no,1720,no,no,cellular,3,feb,383,1,-1,0,unknown,no
28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,feb,330,3,190,6,failure,no
31,admin.,married,secondary,no,-106,yes,no,cellular,3,feb,258,4,-1,0,unknown,no
52,services,married,primary,no,3016,yes,yes,cellular,3,feb,142,1,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
41,management,married,tertiary,no,0,no,no,cellular,3,feb,858,1,-1,0,unknown,no
49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,124,2,180,2,failure,no
43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,-1,0,unknown,no
32,technician,single,secondary,no,13565,no,no,cellular,3,feb,613,2,-1,0,unknown,no
42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
57,management,married,secondary,no,82,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
59,unemployed,married,secondary,no,4497,yes,no,cellular,4,feb,213,1,251,1,failure,no
36,student,single,unknown,no,449,no,no,cellular,4,feb,166,2,-1,0,unknown,no
37,management,married,secondary,no,2442,no,no,cellular,4,feb,97,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,374,no,yes,cellular,4,feb,23,5,7,2,other,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
34,admin.,divorced,secondary,no,531,no,no,cellular,4,feb,279,1,-1,0,unknown,no
42,blue-collar,married,primary,no,454,yes,no,cellular,4,feb,23,3,-1,0,unknown,no
47,unemployed,single,primary,no,7351,no,no,cellular,4,feb,1060,3,-1,0,unknown,no
38,technician,single,secondary,no,571,no,no,cellular,4,feb,275,3,-1,0,unknown,no
50,blue-collar,single,secondary,no,-111,yes,no,cellular,5,feb,19,11,-1,0,unknown,no
57,management,married,tertiary,no,297,no,no,cellular,5,feb,633,1,-1,0,unknown,no
27,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,466,3,-1,0,unknown,no
60,unemployed,divorced,secondary,no,4,no,no,telephone,5,feb,882,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,366,yes,no,cellular,5,feb,150,1,-1,0,unknown,no
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
27,technician,single,secondary,no,63,no,no,cellular,5,feb,98,1,-1,0,unknown,no
34,management,single,tertiary,no,3,no,no,cellular,5,feb,16,5,-1,0,unknown,no
42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,yes
60,retired,married,tertiary,no,6684,yes,yes,cellular,5,feb,173,1,-1,0,unknown,no
37,student,single,secondary,no,681,no,no,cellular,5,feb,187,1,8,1,other,no
36,management,married,tertiary,no,0,yes,no,cellular,5,feb,245,2,8,1,other,no
36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,no
28,technician,married,tertiary,no,510,yes,no,cellular,5,feb,110,2,-1,0,unknown,no
34,technician,single,secondary,no,403,no,no,cellular,5,feb,319,2,-1,0,unknown,no
55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9,3,other,no
41,unemployed,married,primary,no,-117,yes,no,telephone,6,feb,117,6,-1,0,unknown,no
33,technician,single,secondary,no,2583,no,no,cellular,6,feb,129,1,-1,0,unknown,no
50,technician,divorced,secondary,no,-298,yes,no,cellular,6,feb,68,8,-1,0,unknown,no
55,unemployed,single,primary,no,274,no,no,cellular,9,feb,7,5,-1,0,unknown,no
33,management,divorced,tertiary,no,-848,yes,no,telephone,9,feb,12,12,256,2,other,no
46,admin.,married,unknown,no,1106,no,no,telephone,9,feb,14,13,-1,0,unknown,no
35,unemployed,single,primary,yes,-84,no,no,cellular,9,feb,19,11,-1,0,unknown,no
31,technician,single,secondary,no,2088,no,no,cellular,9,feb,15,14,-1,0,unknown,no
28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,92,7,-1,0,unknown,no
42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other,no
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown,yes
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
54,management,married,tertiary,no,2960,yes,no,cellular,13,feb,94,9,85,1,failure,no
37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown,yes
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
31,management,married,tertiary,no,2667,yes,no,cellular,2,mar,73,2,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown,yes
26,admin.,married,secondary,no,1595,no,no,cellular,2,mar,54,1,-1,0,unknown,no
33,admin.,married,tertiary,no,21,no,yes,cellular,2,mar,202,2,-1,0,unknown,no
47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
23,student,single,secondary,no,486,no,no,cellular,3,mar,87,1,-1,0,unknown,no
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,139,1,-1,0,unknown,yes
37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,yes
53,management,divorced,tertiary,no,2245,no,no,cellular,24,mar,125,2,-1,0,unknown,no
76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,3,-1,0,unknown,yes
27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,-1,0,unknown,yes
49,admin.,married,secondary,no,182,yes,no,cellular,2,apr,303,1,331,2,failure,no
57,management,married,tertiary,no,1631,yes,no,cellular,2,apr,254,2,261,3,failure,no
54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,apr,376,1,-1,0,unknown,no
32,management,divorced,tertiary,no,530,yes,no,cellular,3,apr,170,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,939,1,-1,0,unknown,yes
33,admin.,married,tertiary,no,1636,yes,yes,cellular,3,apr,105,1,136,1,failure,no
40,management,married,tertiary,no,285,yes,no,cellular,6,apr,322,1,265,3,success,no
46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,-1,0,unknown,yes
25,admin.,single,secondary,no,654,no,no,cellular,8,apr,216,1,-1,0,unknown,no
25,admin.,single,tertiary,no,1420,no,no,cellular,8,apr,124,2,-1,0,unknown,no
42,technician,married,unknown,no,254,yes,no,cellular,9,apr,241,1,336,1,failure,no
53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown,yes
36,management,married,tertiary,no,1198,yes,no,cellular,9,apr,278,3,-1,0,unknown,no
31,admin.,single,secondary,no,3323,yes,no,cellular,9,apr,337,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,180,yes,no,cellular,14,apr,179,1,334,1,other,no
53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure,no
42,technician,divorced,secondary,no,2189,no,no,cellular,16,apr,67,5,149,2,other,no
29,admin.,married,secondary,no,2121,no,no,cellular,16,apr,281,1,342,2,other,no
31,admin.,married,secondary,no,297,yes,no,cellular,16,apr,357,2,-1,0,unknown,no
35,management,married,tertiary,no,1473,yes,yes,cellular,16,apr,176,3,-1,0,unknown,no
39,admin.,married,secondary,no,-367,yes,no,cellular,16,apr,667,2,-1,0,unknown,no
43,blue-collar,married,primary,no,601,yes,no,cellular,16,apr,792,2,-1,0,unknown,no
33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,no
35,admin.,married,secondary,no,160,yes,yes,cellular,16,apr,304,1,-1,0,unknown,no
48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,no
54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,no
31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
55,management,married,tertiary,no,505,yes,no,cellular,17,apr,58,1,316,1,other,no
39,admin.,single,secondary,no,1413,yes,no,cellular,17,apr,396,1,-1,0,unknown,no
52,retired,married,primary,no,383,yes,yes,cellular,17,apr,299,2,-1,0,unknown,no
22,blue-collar,single,secondary,no,-7,yes,no,cellular,17,apr,84,1,343,1,other,no
46,blue-collar,married,secondary,no,229,yes,no,cellular,17,apr,191,1,-1,0,unknown,no
35,management,single,tertiary,no,397,yes,no,cellular,17,apr,594,1,-1,0,unknown,yes
33,management,married,tertiary,no,3669,yes,no,cellular,17,apr,370,1,-1,0,unknown,no
37,blue-collar,married,primary,no,3977,yes,no,cellular,17,apr,264,1,-1,0,unknown,no
35,admin.,married,secondary,no,430,yes,no,cellular,17,apr,611,1,270,4,failure,no
52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,463,1,344,1,failure,no
45,technician,married,secondary,no,396,yes,no,cellular,17,apr,266,4,-1,0,unknown,no
51,blue-collar,married,primary,no,1126,yes,no,cellular,17,apr,326,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,297,yes,no,cellular,17,apr,240,2,-1,0,unknown,no
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,yes
49,blue-collar,married,secondary,no,2159,no,no,cellular,17,apr,771,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,0,unknown,no
31,services,single,secondary,no,603,yes,yes,cellular,17,apr,185,2,319,2,failure,no
27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown,no
35,management,single,tertiary,no,620,yes,no,cellular,17,apr,57,2,-1,0,unknown,no
59,management,married,tertiary,no,82,yes,no,cellular,17,apr,324,4,-1,0,unknown,no
35,management,married,tertiary,no,1473,yes,no,cellular,20,apr,17,6,322,4,other,no
58,retired,married,primary,no,745,yes,no,cellular,20,apr,23,1,-1,0,unknown,no
46,management,married,primary,no,3229,yes,no,cellular,20,apr,1550,1,-1,0,unknown,yes
29,admin.,married,secondary,no,1489,yes,no,cellular,20,apr,399,1,-1,0,unknown,no
35,technician,single,tertiary,no,1924,yes,no,cellular,20,apr,285,1,-1,0,unknown,no
34,blue-collar,married,primary,no,1217,yes,no,cellular,20,apr,142,2,328,3,failure,no
51,self-employed,married,secondary,no,383,yes,no,cellular,20,apr,164,1,-1,0,unknown,no
20,student,single,unknown,no,330,no,no,cellular,20,apr,159,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,876,yes,no,cellular,20,apr,318,1,-1,0,unknown,no
28,management,single,secondary,no,967,yes,no,cellular,20,apr,174,1,334,1,failure,no
69,retired,married,tertiary,no,473,no,no,cellular,20,apr,333,1,-1,0,unknown,no
42,technician,married,secondary,no,334,yes,no,cellular,20,apr,18,5,335,9,other,no
37,technician,single,secondary,no,442,yes,no,cellular,20,apr,51,4,349,1,other,no
32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,unknown,no
54,blue-collar,married,primary,no,489,yes,yes,cellular,20,apr,280,4,287,3,other,no
51,management,married,secondary,no,563,yes,no,cellular,20,apr,23,6,-1,0,unknown,no
48,admin.,divorced,secondary,no,4,yes,no,cellular,20,apr,7,5,318,10,other,no
45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,no
52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,yes
81,retired,married,primary,no,122,no,no,telephone,23,apr,201,1,-1,0,unknown,no
67,retired,single,tertiary,no,3377,no,no,telephone,23,apr,77,2,-1,0,unknown,no
35,technician,single,secondary,no,183,no,no,cellular,24,apr,78,2,-1,0,unknown,no
53,admin.,divorced,tertiary,no,122,no,no,cellular,27,apr,98,1,-1,0,unknown,no
55,services,married,secondary,no,1989,no,no,cellular,28,apr,139,2,-1,0,unknown,no
27,admin.,single,tertiary,no,662,no,no,cellular,30,apr,47,1,-1,0,unknown,no
28,student,single,secondary,no,20,no,no,telephone,30,apr,455,2,-1,0,unknown,no
33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no
31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,-1,0,unknown,yes
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure,no
24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,no
39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
48,management,married,secondary,no,36686,no,no,cellular,30,apr,295,1,-1,0,unknown,no
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
45,services,married,tertiary,no,4958,no,no,cellular,4,may,212,4,-1,0,unknown,no
28,blue-collar,married,primary,no,-65,yes,no,cellular,4,may,90,4,-1,0,unknown,no
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes
32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,may,171,2,-1,0,unknown,no
30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,122,3,362,1,failure,no
46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,no
51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,no
53,entrepreneur,divorced,tertiary,no,321,yes,no,cellular,5,may,123,1,-1,0,unknown,no
45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown,no
32,management,single,tertiary,no,112,yes,no,cellular,5,may,118,1,-1,0,unknown,no
51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown,no
25,admin.,single,tertiary,no,1141,yes,no,cellular,5,may,718,1,347,1,failure,no
35,management,single,unknown,no,121,yes,no,cellular,5,may,245,5,-1,0,unknown,no
50,blue-collar,married,secondary,no,716,yes,no,cellular,5,may,444,2,-1,0,unknown,no
30,management,single,tertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,no
23,admin.,single,secondary,no,589,yes,no,cellular,6,may,62,1,-1,0,unknown,no
51,management,married,tertiary,no,437,yes,no,cellular,6,may,109,1,-1,0,unknown,no
44,management,single,tertiary,no,3,yes,no,cellular,6,may,147,1,-1,0,unknown,no
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,no
42,admin.,married,secondary,no,1455,yes,no,cellular,6,may,364,4,-1,0,unknown,no
46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,failure,no
41,admin.,married,primary,no,0,yes,no,cellular,6,may,184,2,323,1,failure,no
31,blue-collar,single,unknown,yes,17,yes,no,cellular,6,may,72,1,-1,0,unknown,no
50,technician,divorced,secondary,no,636,yes,no,cellular,6,may,127,2,254,23,other,no
27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
37,blue-collar,single,primary,yes,21,no,no,cellular,6,may,231,2,-1,0,unknown,no
28,unemployed,single,tertiary,no,1010,yes,no,cellular,6,may,911,1,336,2,failure,no
54,blue-collar,married,primary,no,162,yes,no,cellular,6,may,184,1,-1,0,unknown,no
37,admin.,married,tertiary,no,828,yes,no,cellular,6,may,206,2,342,1,failure,no
36,blue-collar,married,unknown,no,-400,yes,yes,cellular,6,may,362,2,307,1,failure,no
29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240,1,-1,0,unknown,no
29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,no
33,blue-collar,single,secondary,no,381,yes,no,cellular,7,may,1957,1,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,-164,no,no,cellular,7,may,87,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,-392,yes,no,cellular,7,may,346,1,-1,0,unknown,no
39,technician,married,secondary,no,-475,yes,no,cellular,7,may,168,3,301,1,failure,no
48,blue-collar,married,secondary,yes,0,yes,yes,cellular,7,may,275,1,-1,0,unknown,no
55,services,married,secondary,no,0,no,no,cellular,7,may,110,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
36,admin.,single,secondary,no,9,yes,no,cellular,7,may,473,2,-1,0,unknown,no
56,technician,married,secondary,no,264,yes,yes,cellular,7,may,639,2,280,5,success,no
33,admin.,married,secondary,no,543,yes,no,cellular,7,may,244,2,-1,0,unknown,no
32,admin.,married,secondary,no,203,yes,yes,cellular,7,may,219,2,-1,0,unknown,no
59,retired,married,secondary,no,417,yes,no,cellular,7,may,476,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,1221,yes,no,cellular,7,may,127,6,-1,0,unknown,no
59,management,married,primary,no,0,yes,no,telephone,7,may,123,3,-1,0,unknown,no
26,technician,married,secondary,no,518,yes,no,cellular,7,may,189,3,-1,0,unknown,no
28,services,single,secondary,no,805,yes,no,cellular,7,may,148,5,336,7,other,no
34,unemployed,married,secondary,no,1243,yes,yes,cellular,8,may,157,4,-1,0,unknown,no
30,management,single,tertiary,no,277,yes,no,cellular,8,may,166,1,42,1,other,no
40,management,single,primary,no,259,yes,no,cellular,8,may,70,1,-1,0,unknown,no
40,management,married,tertiary,no,0,yes,no,cellular,8,may,232,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,860,yes,no,cellular,8,may,312,1,-1,0,unknown,no
41,services,married,secondary,no,1717,yes,no,cellular,8,may,520,2,343,3,other,no
40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure,no
46,admin.,divorced,secondary,no,-637,yes,no,cellular,8,may,218,1,172,1,failure,no
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,-1,0,unknown,yes
33,technician,married,tertiary,no,565,yes,no,cellular,8,may,77,2,-1,0,unknown,no
59,management,married,primary,no,0,yes,no,cellular,8,may,130,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,216,2,368,2,failure,no
40,services,married,primary,no,170,yes,yes,cellular,8,may,361,3,-1,0,unknown,no
36,technician,married,secondary,no,-355,yes,no,cellular,8,may,89,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no
35,management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,success,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,no
37,services,married,secondary,no,217,yes,no,cellular,11,may,152,1,-1,0,unknown,no
55,management,married,tertiary,no,719,yes,no,telephone,11,may,221,6,284,29,other,no
44,services,divorced,secondary,no,0,yes,no,cellular,11,may,151,2,370,2,failure,no
44,management,married,tertiary,no,0,yes,no,cellular,11,may,78,2,264,3,failure,no
33,blue-collar,married,secondary,no,2366,yes,no,cellular,11,may,249,1,356,2,failure,no
58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no
43,services,married,secondary,no,216,yes,yes,cellular,11,may,129,1,-1,0,unknown,no
34,admin.,single,secondary,no,395,yes,no,cellular,11,may,150,2,364,8,failure,no
53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238,2,361,5,failure,no
31,entrepreneur,married,secondary,no,162,yes,yes,cellular,11,may,0,2,-1,0,unknown,no
59,services,married,secondary,no,0,yes,no,cellular,12,may,214,3,-1,0,unknown,no
54,blue-collar,married,primary,no,0,yes,no,cellular,12,may,77,4,341,2,failure,no
46,admin.,married,secondary,no,1437,yes,no,cellular,12,may,49,1,-1,0,unknown,no
37,technician,married,tertiary,no,1733,yes,no,cellular,12,may,524,3,326,1,other,no
37,technician,single,tertiary,no,-487,yes,no,cellular,12,may,358,1,260,5,other,no
48,management,married,secondary,no,-440,yes,yes,cellular,12,may,399,1,-1,0,unknown,no
44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
51,blue-collar,married,primary,no,480,yes,no,cellular,12,may,189,1,326,5,failure,no
31,services,single,secondary,no,-475,yes,no,telephone,12,may,232,3,-1,0,unknown,no
40,admin.,married,secondary,no,3126,yes,no,cellular,12,may,200,2,-1,0,unknown,no
30,technician,single,secondary,no,249,no,no,cellular,12,may,406,1,-1,0,unknown,no
37,management,married,tertiary,no,1949,yes,no,cellular,12,may,328,2,-1,0,unknown,no
54,retired,married,primary,no,-58,no,no,cellular,12,may,143,4,-1,0,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,yes
39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,-1,0,unknown,yes
52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown,no
40,admin.,married,primary,no,129,yes,no,cellular,12,may,464,3,-1,0,unknown,no
31,management,single,tertiary,no,2592,no,no,cellular,12,may,349,2,174,1,failure,no
58,blue-collar,single,primary,no,26,yes,no,cellular,12,may,600,4,-1,0,unknown,no
50,housemaid,married,secondary,no,3016,yes,no,telephone,13,may,65,5,-1,0,unknown,no
42,services,married,secondary,no,-141,yes,yes,cellular,13,may,211,3,345,3,failure,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no
39,blue-collar,married,primary,no,157,yes,no,cellular,13,may,290,1,-1,0,unknown,no
46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,2137,no,no,cellular,13,may,423,1,349,1,failure,no
43,management,divorced,tertiary,no,497,no,no,cellular,13,may,66,1,363,22,failure,no
28,technician,single,tertiary,no,1026,yes,no,cellular,13,may,101,3,-1,0,unknown,no
23,services,single,secondary,no,292,yes,no,cellular,13,may,437,2,-1,0,unknown,no
59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,-1,0,unknown,yes
39,blue-collar,married,primary,no,640,yes,no,cellular,13,may,220,4,370,2,other,no
35,services,single,secondary,no,0,yes,no,cellular,13,may,419,2,-1,0,unknown,no
